Iscstc,Vocstc,Pmax,Imp,Vmp,Rp,N,Rs,Iphstc,I0stc
1.72675925652127,0.516054450271202,0.394654213020361,1.3499612471841,0.292344846078785,1000,1.3,0.128052625782573,1.72723251592103,3.36606161302207e-07
1.8737333934871,0.585992656610331,0.556236240355605,1.58071689647589,0.351888590294504,1000,1.3,0.108876773105487,1.87395757393815,4.4992451878376e-08
1.11890129381784,0.687501494335622,0.578343420568116,1.04956327521474,0.551032447710011,1000,1.3,0.0412867903353222,1.1189474935019,1.285789777703e-09
3.47759966988098,0.684655319048749,0.918888334941482,2.52040968439509,0.364578957393596,1000,1.3,0.109899134423386,3.47838770063083,4.35439305392969e-09
0.614600688622918,0.52396868862512,0.197573788556626,0.547273941528477,0.361014427262559,1000,1.3,0.162518257084259,0.614702357512114,9.44689548547174e-08
1.6412059765134,0.64330480562405,0.842252408772432,1.54575996768318,0.54487917036357,1000,1.3,0.00209349198285866,1.64120941313251,7.08430121390918e-09
0.598052464733381,0.66990328006335,0.257899168038055,0.546458064361225,0.471946860807192,1000,1.3,0.21199671656866,0.598179300530479,1.1635797354363e-09
5.98884779380792,0.613155162269299,2.35321955012446,5.43995166164551,0.432580966980991,1000,1.3,0.0185172744711088,5.98896039157983,6.37730081641104e-08
7.22497849168238,0.64754673148846,2.11924914743428,5.80787126141454,0.364892583193747,1000,1.3,0.0392991487779787,7.22539757479187,2.74770204139768e-08
0.934740425004981,0.639168030916694,0.379676034739261,0.84980829111596,0.446778454280169,1000,1.3,0.131945547870574,0.934863938604586,4.56608387452807e-09
1.46974106045999,0.623870601072397,0.290655079463379,0.901141215130511,0.32254110075443,1000,1.3,0.299421069603184,1.47619389957043,1.1401451932306e-08
0.805544368990724,0.699329488766948,0.375007488216873,0.742712786379126,0.504915890899239,1000,1.3,0.146714686466017,0.805662575883592,6.49542269877142e-10
7.79637586521484,0.699344245537662,2.09088789997906,5.62518065804231,0.371701466510185,1000,1.3,0.0506563672907427,7.79762940678737,6.28873259037156e-09
1.16520383128926,0.606785909500927,0.462912925039321,1.06252553370787,0.435672283021666,1000,1.3,0.0845701850819778,1.16530264464042,1.50092819758071e-08
7.79608898563402,0.536999048133988,1.64459388355183,5.65048684677857,0.291053484088622,1000,1.3,0.0359066577192891,7.79991206406624,8.12128146806516e-07
1.50823294845255,0.67733863075872,0.470211390713214,1.22650936574279,0.383373665009436,1000,1.3,0.193963398600888,1.50854044935244,2.35035639839112e-09
5.85114889838916,0.600023550855596,1.89282961491082,5.06355088701282,0.373814672183036,1000,1.3,0.0314435579947111,5.85135556610367,9.23183921350059e-08
1.25267613809403,0.592627067323434,0.483561364882501,1.13961219781977,0.424320980248911,1000,1.3,0.0771015003182626,1.25277314103315,2.46557062824734e-08
2.28188700940323,0.680053672292479,0.539792715937011,1.52059418958097,0.354988016944718,1000,1.3,0.189686276362103,2.28371333445498,3.28081081973244e-09
0.752502780043303,0.629542507829307,0.315678530099368,0.689740257870808,0.45767740319211,1000,1.3,0.128571111942764,0.752599614069867,4.90287490190822e-09
3.73707607804628,0.666546497398988,1.97489960763174,3.52304813645062,0.560565604312577,1000,1.3,0.00294514256522863,3.73708708740833,8.04552491581694e-09
1.4492817376729,0.543405837773385,0.53610124747267,1.32246348867872,0.405380754978945,1000,1.3,0.0427727129623058,1.44934439956832,1.24528267839571e-07
1.77831103950044,0.538076875469663,0.346401242392648,1.21238510411232,0.285718820874391,1000,1.3,0.17667411083953,1.78080899286507,1.79488319473267e-07
2.23689045232692,0.557683453391724,0.706271386746289,1.95739994716627,0.360821194344446,1000,1.3,0.0650658931800072,2.23704565945359,1.25365568224903e-07
2.0316471353573,0.691861568811561,0.88191516991094,1.8500709497563,0.476692620911166,1000,1.3,0.0726637973542897,2.03179493080474,2.04958730025868e-09
3.54107299611823,0.645817398463257,0.907469958888214,2.61180194199416,0.347449760373233,1000,1.3,0.0971321485109153,3.54183774378956,1.41834626002752e-08
2.65767622402375,0.651833959153305,0.672819894612395,1.92933685333427,0.348731168147041,1000,1.3,0.134695817697441,2.65843561237884,8.89039260158862e-09
4.65201636312701,0.612413810939959,1.89103383094232,4.25614980505185,0.444306219836941,1000,1.3,0.0201536163535015,4.65211090617623,5.0648009088094e-08
4.58300704411118,0.573953827470906,0.899369594023585,2.9932608018436,0.300464828681032,1000,1.3,0.0795930928363787,4.59212310636918,1.58129249211274e-07
0.953714882767465,0.639352413751054,0.305250286374385,0.805120856130286,0.379135981946279,1000,1.3,0.24599831008489,0.953954696613012,4.63373951084286e-09
2.02164518080594,0.558463130273892,0.379969329846418,1.30092526387753,0.292076217133246,1000,1.3,0.1784070190806,2.02743897749483,1.10994625830576e-07
3.18590484743188,0.683667423038348,1.29023069878937,2.86159181511739,0.450878665494239,1000,1.3,0.054667830789701,3.1860797654066,4.10812725463386e-09
2.97619249104156,0.638956955079675,0.642965963685498,1.93142860179994,0.33289657359651,1000,1.3,0.140400690832582,2.98058541031292,1.46570146449749e-08
3.02131941865425,0.675608222269717,1.59175327730536,2.84372969866569,0.55974141215047,1000,1.3,0.00742446696705472,3.02134185508784,4.95877637528886e-09
4.95574026343107,0.558855268794869,1.64192001489243,4.39492264611568,0.37359474718937,1000,1.3,0.025590087705803,4.95587876450797,2.68192508849303e-07
5.34307836559215,0.629526949830331,1.52186951967525,4.2825174955545,0.355367963179377,1000,1.3,0.0514058660430763,5.34348289916156,3.48518477275377e-08
2.89002208148584,0.609184034859017,1.03274533615676,2.56862552415004,0.402061463006952,1000,1.3,0.0520626557111542,2.89017564387226,3.46575595441072e-08
7.62904164189567,0.621595551452979,2.75463031295968,6.77606676198109,0.406523490650248,1000,1.3,0.020938311204193,7.6292088527637,6.30995455990651e-08
3.46763574072221,0.547147107948299,1.03908874281416,2.99779487355298,0.346617692885248,1000,1.3,0.0446161193371384,3.4678175570125,2.66440551064096e-07
1.00930042181737,0.551172150510043,0.243520455537574,0.78686172637457,0.309483162511389,1000,1.3,0.242939497577291,1.00965158910201,6.87401677430847e-08
1.631696219212,0.585559355212252,0.295064143339524,0.976552983167418,0.302148627289522,1000,1.3,0.25939476113907,1.64487098071551,4.00061745727581e-08
2.82425316835435,0.656622833939086,1.39195314634274,2.64322581724638,0.526611512819147,1000,1.3,0.0144366493576127,2.82429396066293,8.18355352235385e-09
3.58679983873686,0.551603490551746,1.11340675044887,3.12944360535707,0.355784251405877,1000,1.3,0.0405854284118361,3.58696401253475,2.41172534117452e-07
4.41630980608799,0.56116395235917,1.18343141568691,3.61420238579028,0.327439166201576,1000,1.3,0.0489030182096302,4.41666897042993,2.2304654525687e-07
1.80086031955249,0.697989643405828,0.676522164907172,1.57344779829503,0.429961620360232,1000,1.3,0.126387510894038,1.80108930186694,1.51223706164832e-09
1.40608383900972,0.569494627957744,0.381290373980314,1.15038503869083,0.33144587347401,1000,1.3,0.15741723711523,1.40634690775037,5.53287870384373e-08
5.03473838544708,0.503307730008114,1.08837249734013,3.85805434946671,0.282103982669548,1000,1.3,0.044756472653617,5.03618603089695,1.43780886474935e-06
1.20595081774867,0.615324230164777,0.378206063450693,1.02270410277537,0.369809862329031,1000,1.3,0.178480291941465,1.20617361240551,1.20313513805963e-08
3.50808895332636,0.515854262263897,0.979354982805537,3.00635151785112,0.325761966619778,1000,1.3,0.0416196564153154,3.50828872113589,6.87916110619243e-07
6.06155696090095,0.686643132426701,2.97208775568354,5.64700781264363,0.526311961005091,1000,1.3,0.0125190363878432,6.06163290795111,7.15037195228403e-09
3.04274734077674,0.501833933748415,0.578627366552138,2.14118029345736,0.270237573323557,1000,1.3,0.089223886445491,3.0460977349728,9.08821111694138e-07
1.61274884712896,0.694139906365591,0.841681909305757,1.51379987066618,0.556006065012649,1000,1.3,0.0295525351363271,1.61279651275669,1.5195064430898e-09
7.7513644218534,0.594477209099472,2.04937099293066,6.12862218077882,0.334393430118453,1000,1.3,0.0339155812581279,7.75200550711633,1.4440241017861e-07
4.1382256717472,0.69117356258085,1.21814021726275,3.21610045361607,0.378763112294306,1000,1.3,0.0815459371001391,4.13866723465831,4.2625390297113e-09
7.88580196810477,0.680954338041669,1.8317916130941,5.16817655389198,0.354436732954611,1000,1.3,0.0563036558617439,7.89279444971593,1.10395452880421e-08
1.75436547761284,0.596183738714625,0.435518018230903,1.33183176550313,0.327006780819929,1000,1.3,0.166406607736738,1.75485150806803,3.10525301964836e-08
4.57920740313658,0.680677077688107,0.937658597978496,2.68525942456074,0.349187340858838,1000,1.3,0.112591263250495,4.61262027296844,6.50498959013722e-09
2.75272784090892,0.677035021952309,0.565548277031011,1.62673983282084,0.347657483772512,1000,1.3,0.184305118761228,2.77045290024459,4.35676530022263e-09
0.543733157481707,0.568463287522724,0.242203196830651,0.507826649568983,0.476940698240671,1000,1.3,0.000677704973421475,0.543733526216968,2.20483768144095e-08
1.62842353502345,0.663121816899949,0.51917287013977,1.35219744076896,0.383947531985071,1000,1.3,0.162613362084388,1.62869911040483,3.88412066304771e-09
1.32207718669698,0.652500393766639,0.507285618256854,1.18153306111262,0.429345259098511,1000,1.3,0.125434310355509,1.32224363724423,4.33344176170718e-09
1.54905947478117,0.628621695750736,0.554794405225551,1.36830524702686,0.405460993759284,1000,1.3,0.110608917329607,1.5492325582469,1.03791945996911e-08
1.02968562309789,0.693669819167154,0.34074166019128,0.854288560969266,0.398860146043251,1000,1.3,0.27583159162192,1.02997449459531,9.83911896459877e-10
1.10129735189167,0.673843283608566,0.345315340304492,0.900626458597352,0.38341682837332,1000,1.3,0.259283618754733,1.10159273561863,1.90535570999946e-09
0.585002071253371,0.598278933324933,0.199407681465301,0.515150223098908,0.387086470167392,1000,1.3,0.271877693848073,0.585162247283447,9.71836157995808e-09
1.05362293712563,0.626243749045635,0.466602273941907,0.975236817273902,0.478450224270869,1000,1.3,0.0623678034903745,1.05368869589929,7.5787423271713e-09
1.72504468347403,0.594428783473707,0.381907454783686,1.20766553607144,0.316236112877775,1000,1.3,0.197074664969747,1.72623223801139,3.21938552308571e-08
2.23376302522773,0.547635635130726,0.712505977226064,1.96831839952328,0.361987154821411,1000,1.3,0.0581552554430832,2.23390102789021,1.69128924705737e-07
0.763887975281679,0.648194792096612,0.32411280680281,0.698845247912935,0.463783373745127,1000,1.3,0.14584516958018,0.763999461801342,2.84737525695732e-09
1.28756944765731,0.536769150462827,0.447002395277507,1.16226753598083,0.384595096601649,1000,1.3,0.063901008680012,1.28765317456721,1.34949684171379e-07
6.51309703105445,0.550028143838313,1.79435160190302,5.44168561233138,0.329741872231069,1000,1.3,0.0294027085483621,6.51342997245076,4.59118133789655e-07
